,fuzz_locations,fuzzed
17589,esplenade&lowersherbourne,sherbourne
17590,arboretum&pond,arboretumlane-sobeysadium&thepond
17591,deeave&weston,weston
17592,danforth&stclaair,danforth
17593,exxplorerdr.&skymarkave.,markham
17594,pawneeave.&victoriapark,pawnee&victoriapark
17595,eastmall&valhallainnroad,theeastmall&valhallainn
17596,explorerdr.&skymarkage,markham
17597,queensparkcrescentw&welesley,queen'sparkcreseast&wellesleywest
17598,bayview&steeles.,bayview
17599,busroadway&murrayrosspkwy,haynes&murrayrosspkwy
17600,dixon&wincottave,dixon
17601,silverstarblvd&steelesave,keele
17602,427&valahalla,carlhall
17603,bamburghcircles&warden,bamburghcir&warden
17604,corintianblvd.&pharmacyave.,pharmacy
17605,steeles.&victoriaparkave.,victoriapark
17606,jethro&kirby,jethro&wilsonnorth
17607,busterminal&morningstardr.,manion&morningar
17608,duckworthst.&lawrence,duckworth&lawrencewest
17609,yonge&yonge,yonge
17610,mammothhall&washburn,mammothhalltrail&washburnway
17611,bay&fronty,bay&frontwestsouth-union&ion
17612,highway7&markhamroad,markham
17613,finchaveeast&markhamrd,markham
17614,finchw&kipling,finchwest&kipling
17615,kennedyrd&transwaycres,kennedy
17616,donmills&legatocrtnoflawrence,donmills
17617,bremierblvd&spadina,bremnerblvd&spadina
17618,antebes&bathurst.,antibes&b&hurst
17619,dixon&islington.,dixon&islington
17620,drewery&younge,ewry&yonge
17621,danforthave&papeave,danforth
17622,papeave&queensteast,pape&queeneast
17623,milepostplace&thorncliffepark,milepostpl&thorncliffepark
17624,eglintonaveeast&markhamroad,markham
17625,midland&steeles.,midland
17626,keele&yorkuniversity,keele
17627,carlukecres.&fifeshirerd,carlukecres&fifeshire
17628,brebeufcoll&steelesav,keele
17629,adelaide&georgestreet,adelaideeast&parliament
17630,coxwellave&easternave,eastern&pape
17631,finchavee&kennethave,fincheast&kenneth
17632,bayviewave.&yorkmills,bayview
17633,brimley&opp1750,brimley
17634,ferrisroad&rexleighdr,rexleigh
17635,danforthrd&mackave,danforth
17636,s.clair&victoriapark,victoriapark
17637,bloorwestbridge&hwy427,bloorwest&nue
17638,robina&st.clairave,clair&jane
17639,danforthrd&hortonblvd,danforth&hortonblvd
17640,precision&rexdale,precision&rexdaleblvd
17641,credituniondr.&eglinton,creditunion&eglintoneast
17642,brookbanks&yorkmills,yorkmills
17643,eglinton&municipaldr.,eglinton&ion
17644,senlan&sheppard,senlac&sheppardwestnorth
17645,bayview&cummerav,bayview&cummer
17646,queenstr&woodbine,queeneast&woodbine
17647,beaman&sheppardw,min&sheppardwest
17648,finch&hullmar,hiseycresnorth&hullmar
17649,finchave&morningsideave,morningside
17650,markhamrd&tappscot,markham
17651,mimico&queens,ion&queensquay/ferrydocks
17652,gerrard&vicparkstation,gerrardeast
17653,evans&kiplingave,kipling
17654,mclevinav&tapscottrd,tapscott
17655,majormac.&markhamrd,markham
17656,brebeufcoll&steeles,keele
17657,richmondste.&sherbournest,sherbourne
17658,brentwoodave&sheppard,brentwood&sheppardwest
17659,bywooddr&islingtonave,islington
17660,jane&shpeppard.,jane
17661,consumersrd.&victoriapark,consumers&victoriapark
17662,barrington&danforth,danforth
17663,brimleyrd&heather,brimley
17664,guildwoodpkwy&livingstonrd,guildwoodpkwy&livingston
17665,commissionersst&loganave,commissioners
17666,fincvh&sentinel,finchwest&sentinel
17667,bayst&frontsteast,bay&frontwest
17668,brimley&sheparrd,brimley
17669,finch&humbercollage,finchw&humbercollegeblvd
17670,alexanderst&yonge,alexander&yonge
17671,dolimite&dufferin,dolomite&dufferin
17672,1019eglintonwest&eglinton,eglintonwest
17673,overlea&thorncliffeparkwb,thorncliffepark
17674,ellemere&militarytr.,ellesmere&militarytrail
17675,consilium&coperate,consiliumpl
17676,lyonall&main,lyallnorth&main
17677,lyonol&main,lyallnorth&main
17678,eglilntonyard&wardeneglinton,warden
17679,loiuseave.&vaughan,louise&vaughan
17680,englemountave&lawrence,englemounteast&lawrencewest
17681,noortherndancer&woodbine,ion&woodbine
17682,greentreedr.&tretheweydr.,trethewey
17683,donmillsrd&greenbeltdr,donmills
17684,canforth&lawrenceave.,carnforth&lawrenceeast
17685,harbord-betweenhuron&st.george,george&ion
17686,betweendundas&richmond,dundaswest&ion
17687,castlefield&marlee,castlefield&yonge
17688,danleckieway&forkyork,toryork
17689,lawrenceave&mccowanrd,mccowan
17690,birchmount&danforh,birchmount&danforth
17691,finch&monrningside,fincheast&morningside
17692,patriciaave&yonge,yonge
17693,centennial&lawsonrd,centennial&lawson
17694,midlandave&verdunavedanforthrd.,danforth
17695,beachhellst&eglinton,beachell&eglintoneast
17696,bayst&esplanade,lowerjarviseast&theesplanade
17697,richmond&yongest,yonge
17698,chja-jane&church,jane
17699,chaplain&spadina,ion&spadina
17700,peterkaiser&steelesw.,peterkaiserg&e&eeleswest
17701,finchw&westmore,finchwest&westmore
17702,ascotave&dufferinst,dufferin
17703,bathurstst&steelesw,b&hurst&eeleswest
17704,bloor&widermere,bloorwest&windermere
17705,eastmall&keaneave,theeastmall
17706,donmillsrd.&wynforddr.,donmills
17707,fennave&yorkmillsrd,yorkmills
17708,evansave&wickmanave,evans
17709,albionrd&thistletown,albion
17710,cherrystreet&mill,cherrywest&mill
17711,brichmountrd&chelwoodrd,birchmount&chelwood
17712,dalrympmledr.&jane,jane
17713,danforthrd&st.clairaveeast,danforth
17714,estatedr.e&progress,progress
17715,keele&roger's,keele&rogers
17716,dixon&royalyorkrd.,dixon&royalyork
17717,eglinton&markhamfacingeast,markham
17718,6900&airportrd,airport
17719,carlaw&yonge,yonge
17720,markland&silverthorne,markland&silverthornebush
17721,baldoonrd&fincheast,baldoon&fincheast
17722,jackman&mortimer,logan&mortimer
17723,eglinton&elmthrope,eglintonwest&elmsthorpe
17724,eglintonw&renforth,eglintonwest&renforth
17725,dixon&rayalyork,dixon&royalyork
17726,birchmount&lamoreaux,birchmount&l'amoreaux
17727,finchstation-oldfinch&morningviewtrail,morningviewtrail
17728,nightstar&yorkunivloop-morningside,morningside
17729,sherburne&wellesley,sherbourne&wellesleyeast
17730,chandler&scar.golfclub,chandler&scarboroughgolfclub
17731,oldmillsroad&yorkmills,yorkmills
17732,gardiner&parklawn,parklawn
17733,consumersrd.&victoriaparkave.,consumers
17734,bedfod&davenport,bedford&davenport
17735,lawrenceavee.&underhilldr.,lawrenceeast&underhill
17736,nightstar&yorku$morningside,morningside
17737,centennialroadway&progress,progress
17738,oakwood&regal,oakwood&rogers
17739,silverdalecrescent&yorkmillsroad,yorkmills
17740,bartonave&bathurstst,b&hurst
17741,oldfinch&valleydrivecenter,oldfinch&valleycentrewest
17742,giltspurdr.&janest.,jane
17743,shwe-sheppard&westonroad,weston
17744,queen'squay&yonge,yonge
17745,ghionspring&martingrove,gihonspring&martingrove
17746,kingston&queensberry,kingston&queensbury
17747,kiplingstation$bloor&markland,kipling
17748,eglinton$stsp&yonge,yonge
17749,glenrd.&southdrive,glen&south
17750,bathurst&hillcrestgate,b&hurst&laurelcrest
17751,coxwellave$wardenstation&craigtondr,warden
17752,arletta&gandravine,arleta&grandravine
17753,acore&ossington,argyle&ossington
17754,eglinton&photographydrive,eglinton&ion
17755,beechave&kingstonrd,kingston
17756,donmills&esterbooke,donmills&esterbrooke
17757,eglinton&kennedyrd,kennedy
17758,morningside&stainer,morningside
17759,junctionrd&keele,junction&keele
17760,bathurstst&fortyorkblvd,b&hurst&fortyorkblvd
17761,bathurst&eg.,b&hurst&ellerslienorth
17762,yongest&yorkmills,yongeeast&yorkmills
17763,roger's&scottrd.,rogers&scott
17764,donmills&steeles.,donmills
17765,midland&sheppardave.,midland
17766,east&ridgemount,sheppardeast&reidmount-agincourtgo&ion
17767,ellesmere&oakley,ellesmere&oakleyblvdeast
17768,colisium&corporate,corpor&e
17769,birchmount&sadlerdr.,birchmount
17770,church&willowale,church&willowdale
17771,finchstation$steeles&martingroveloop,martingrove
17772,bellamy&nblawrence,bellamynorth&lawrenceeast
17773,brimelyrd&finchaveeast,brimley&fincheast
17774,cedar&eglintonavee,cedar&eglintoneast
17775,caledonia&roger's,caledonia&rogers
17776,terraviewblvd&victoriaparkave,terraviewblvd&victoriapark
17777,bellamy&stclair,bay&scollard
17778,stmarks&varsityrd,crosby&varsity
17779,finchaveeast&senecahill,fincheast&senecahill-oppositesenecacollege
17780,basthurst&yorkdowns,b&hurst&yorkdowns
17781,deepdenedr.&ellesmererd,ellesmere
17782,huntingwooddr&victoriaparkave,huntingwood&victoriapark
17783,"cherrystr.,&mill",cherrywest&mill
17784,finchaveeast&leslieave,leslie
17785,dufferin&rowan.,dufferin&rowan
17786,ellesmere&yorkmillsrd,ellesmere
17787,finchw&goldfinch,finchwest&norfinch
17788,sewells&stc$huppfeildtrail,horseshoecres&hupfieldtrail
17789,laura&sheppardbwbetweenjane,jane
17790,villagegate&wilsongaragepodsteeles,wilson
17791,steeleswest&youngst,eeleswest
17792,donavonrd&eglinton,donavon&eglintoneast
17793,ardagh&runnymede,maher&runnymede
17794,eglinton&russellhill,eglintonwest&russellhill
17795,bergamontave&islingtonave,islington
17796,greenholmcrctlawrence&markhamrd,markham
17797,briandr.&sheppardaveeast,brianwest&sheppardeast
17798,dufferin&steepbrookdr,dufferin
17799,markland&milllroad,markland&mill
17800,brooklawn&sloleyavenue,brooklawn&sloley
17801,donmillsrd.&freshmeadowdr,donmills
17802,lawrence&ridgewood,lawrenceeast&walkwaytoridgewood
17803,finchstation$dynamic&victoriapark&kennedy,kennedy
17804,broadview&fernwoods,broadview
17805,brucewood&lawrencew,brucewoodcres&lawrencewest
17806,kinston&warden,kingston&warden
17807,eglinton&sloanave,eglintoneast&sloane
17808,greenland&thedonwaye,greenland-donwayplace&thedonwayeast
17809,julietcres&keele,keele
17810,birchmount&huntingwooddr.,birchmount&huntingwood
17811,donmillsroad&skymark,donmills
17812,bluejaysway&navywharfcrt,bluejayswayeast&kingwest
17813,milkmansroad&southdrive,may&south
17814,chatsworth&law,carnforth&lawrenceeast
17815,king&roncessvale,galley&roncesvalles
17816,valeriablvd.&weston,weston
17817,king&subury,kingwest&sudbury
17818,slone&victoriapark,sloane&victoriapark
17819,finch&senicahilldr,finch&ion
17820,steeles.&woodbine,eeleseast&woodbine
17821,hull-janest.&hullmardr.,jane
17822,pharmacy&steelesave.,pharmacy
17823,1901eglintonave&eglinton,eglintoneast
17824,dt.dennis&linkwood,dennis
17825,milldefield&ricmondpark,middlefield&richmondparkblvd
17826,lakeshore&stranchan,lakeshoreblvdwest&longbranch
17827,keele&yorkbld,keele
17828,greentree&treheweydr,greentreecrt&trethewey
17829,northhumberland&ossington,ossington&northumberland-ossington&ion
17830,ammerave&regina,cummer
17831,bloor&syminton,bloorwest&symington
17832,oldyongest.&yorkmillsrd,yonge
17833,gija-janest&giltspurdr,jane
17834,braecrest&lawrence,greenbraecirct&lawrenceeast
17835,donmills&eglinton-donmills&gateway,donmills
17836,cosburn&gledhillave,cosburn&gledhill
17837,dufferin&wingrove,dufferin
17838,bermondseyrd.&eglintonave.east,bermondsey
17839,firebracerd&steeles,keele
17840,chancellordr.&weston,weston
17841,martinggroove&tollington,martingrove&tollington
17842,427&kipling,kipling
17843,markham&nbscranton,markham&scranton
17844,bridaltownecircle&finchaveeast,bridletownecircle&fincheast
17845,kennedy&sheppard$kennedy&huntingwood,kennedy
17846,lawrenceave.west.&pine,lawrencewest&pine
17847,finchave&sandhurstcir,fincheast&sandhurstcir
17848,baymills&birchmountrd,birchmount
17849,eglinton&sbbrimley,brimley
17850,brimley&wbeglinton,brimley
17851,kennedy&steeles.,kennedy
17852,melrose&yongest,melrose&yonge
17853,emmettavenue&hospitalway,emmett
17854,barhurst&fleet,bastion&fleet
17855,brimley21b&progress,brimley&progress
17856,mcnicollbetweenpharmacy&victoriapark,mcnicoll
17857,ellsmere&mccowan,ellesmere&mccowan
17858,wleesley&yongest,yonge
17859,birmingham&garage-kipling,kipling
17860,bayview&eglinton&donmills&eglinton,donmills
17861,lawrence&lweslie,lawrenceeast&leslie
17862,lawrence&queensway,lawrence&thequeensway
17863,birchmount&mcgregor,birchmount
17864,industrystreet&mt.dennisgarage,dennis
17865,jane&shorehamdrive,jane
17866,donmills&thedonwaye,donmills&thedonwayeast
17867,cummerave&snowcrest,cummer&snowcrest
17868,bay&st.josephst.,bay&joseph
17869,hullmar&steeles,keele
17870,humbercollege&silverlane,jane
17871,kingston&sheppardrd,kingston
17872,birchmount&danforthave.,birchmount&danforth
17873,mcnicollave&middlefieldrd,mcnicoll
17874,lawrencew&marlee,lawrencewest&marlee
17875,arrowgaragepodsteeles&jane,arrow
17876,mcnicoll&victgoriapark,mcnicoll&victoriapark
17877,breyonway&sheppard,brenyonway&sheppardeast
17878,queen'squay&spadina,queensquaywestnorth&spadina
17879,bedford&dupnt,bedford&dupont
17880,eglintonstation&eglintonwstation,eglintonwest
17881,donmills&eglinton&gateway,donmills
17882,adwlaide&bay,adelaidewest&bay
17883,columgiagate&murrayross,keele&murrayrosspkwy
17884,barbergreem&donmills,donmills
17885,donmills&wynford&donmills,donmills&wynford
17886,adelaidestw&simcoe,aines
17887,silvertide&yorkmillsroad,yorkmills
17888,davenport&stclair,davean
17889,lawrenceave&warden,warden
17890,braecrest&thewestway,broughamcres&thewestway
17891,evans&r.york,evans
17892,rish-sheppard&rivalda,rivalda
17893,gernobal&spanbridge,grenoble&spanbridge
17894,queensway$bloorstw&royalyorkrd.,royalyork
17895,lawrence&markham$steeles&markhamrd,markham
17896,daews&danforth,danforth
17897,canadadr.&manitoba,grand&manitobasouth
17898,guildwoodpkwy&kingstonrd.,guildwoodpkwy&kingston
17899,birchmount&rougeside,birchmount
17900,islingtonave&steelesavewest,islington
17901,duffferin&lawrence,dufferin&lawrencewest
17902,kennedyrd.&sheppardave.e.,kennedy
17903,sheppardavenue&tuscangate,sheppardeast
17904,thorncliffeparkdr&westdonrivertrail,thorncliffepark
17905,lesliestreet&vanhorneave,leslie
17906,williamcarson&yonge,williamcarsoncres&yonge
17907,carnberry&nightstar,cranberry&nightstar
17908,syon-steeles&young,yonge
17909,kiplingloop&slpk-steeles,kipling
17910,adelaide&yong,yonge
17911,bellamy&ellesmere.,ellesmere
17912,hawkview&weston,weston
17913,commece&skymark,markham
17914,donlands&plainsrd,donlands&plains
17915,sbnortherndancer&woodbine,ion&woodbine
17916,orioleparkway&oxton,oriolepkwy&tranmer
17917,consumerrd&ebsheppard,consumers
17918,kilping&norseman,kipling&norseman
17919,albion&kiping,albion&kipling
17920,common&yorkuniversity,form&yorkuniversity-northboundpl
17921,braecrest&westway,broughamcres&thewestway
17922,donlands&sammon.,donlands&sammon
17923,mcnicollave&pharmacy,mcnicoll&pharmacy
17924,bernadinestreet&brimleyrd,brimley
17925,herronave&st.clairavee,clair&jane
17926,kingston&st.claire,kingston
17927,blackcreek&terthewey,trethewey
17928,finch&mcgowan,fincheast&mccowan
17929,atkinson&thepond,atkinson
17930,delrympledr.&jane,jane
17931,kennedy&straton,kennedy
17932,kennedyrd&steelesave,kennedy
17933,concordplace&wynforddrive,wynford
17934,bedofrd&dupont,bedford&dupont
17935,edward&university,gerrardeast&university
17936,warden&warden,warden
17937,lawsonrd&meadowvale,lawson&meadowvale
17938,duncanshops&hillcrest,duncanmill
17939,southmeadrd&victoriaparkstation,victoriapark
17940,haroldevans&mcnichol,evans
17941,commander&huntingwood.,huntingwood
17942,ncnicoll&vic.pk,mcnicoll
17943,christiest&davenport,christiewest&davenport
17944,bishopavenue&yongestreet,yonge
17945,jewells&steeles,keele
17946,ossingtonave&queen,ossington&queenwest
17947,westroyal&westway,weston
17948,boemave&warden,warden
17949,altontowerscirc&mccowan,altontowerscir&mccowan
17950,ellesmere&&birchmount,birchmount
17951,pondrd&yorkuniversity,form&yorkuniversity-northboundpl
17952,morningside&warnsworth,morningside
17953,select&steeles,keele
17954,driftwood&jadr-jane,jane
17955,canniff&eliberty,atlantic&liberty
17956,ykms-yorkmills&youngst,-yorkmills
17957,horseleyhilldr&tapscotrd,tapscott
17958,pachinoblvd&victoriapark,pachinoblvdnorth&victoriapark
17959,ormskirk&ripley,ormskirk&ripleyeast
17960,lawrenceavee.&manserd,lawrenceeast
17961,dundasstwest.&olddundasstw,dundaswest&olddundaswest
17962,gerrard&sbparliament,gerrardeast&parliament
17963,acoresavenue&ossingtonavenue,ion&ossington
17964,carforth&lawerence,carnforth&lawrenceeast
17965,steeles&strawberryhillsdr,eeleseast&rawberryhills
17966,sheppardaveeast&victoriaparkave,victoriapark
17967,eastyorkcentre&overlea,eastyorktowncentre&overleablvd
17968,cosbuirn&logan,cosburn&logan
17969,magellandrive&sheppardavenuew.,davean
17970,kingsleyave.&symingtonave,kingsley&symington
17971,wialliamlanson&yonge,yonge
17972,2500bloor&bloor,yonge&bloorwest-bloor&ion
17973,sheppardave&shorting,sheppardeast&shorting
17974,ianmacdonald&york,ianmacdonaldblvd&thechimneystack
17975,richgrove&willowride,richgrove&willowridge
17976,o'connordr&victoriaparkave,victoriapark
17977,humberwoodline&rexdale,humberwoodblvd&rexdaleblvd
17978,morningside&nugget,nugget
17979,eglintonbetweenyonge&leslie,yonge
17980,navahodr&victoriapark,navaho&victoriapark
17981,finchdenesquare&finchdenesquare,finchdenesq
17982,morningsiderd&sheppardave,morningside
17983,meadowvalerd&sheppardave,meadowvale&sheppardeast
17984,chippingrd&donmillsrd,donmills
17985,eglintonwest&glenhome,eglintonwest&glenholme
17986,hwy#401&morningside,morningside
17987,dufferinst&finchavewest,dufferin
17988,boilingbroke&lawrence,bolingbroke&lawrencewest
17989,laid&mcrae,laird&mcrae
17990,okingston&sheppardw,kingston
17991,dorcott&midland,dorcot&midland
17992,dixon&hwy401,dixon
17993,anglessey&islington,islington
17994,garamond&wynford,garamondcrt&wynford
17995,lawerence&scarboroughgolf,lawrenceeast&scarboroughgolfclub
17996,danforth&vic.park,danforth
17997,mcnicoll&vickpark,mcnicoll
17998,avenueroadbetweenlawrence&eglintonstation,eglintonwest&ion
17999,mayfair&shallmar,fenmar
18000,bellamyrd&kingstonrd,kingston
18001,mountcastlegt&steeles,mountcastleg&e&eeleseast
18002,eglintonw&keelesdale,keele
18003,chaplain&rosedale,ion&rosedale
18004,chaplin&warren,warden
18005,balsatic&planchetrd.,baltic&donlands
18006,eglinont&weston,weston
18007,401bridge&meadowvale,euclid&meadowvale
18008,finchave&millikenblvd,fincheast&millikenblvd
18009,overley&thorncliffe,overleablvd&thorncliffepark
18010,dale&kingstonroad,kingston
18011,centennial&lawrence,centennial&lawrenceeast
18012,danleckieway&fortyork,toryork
18013,allianceave&rockcliffblvd,alliance&rockcliffeblvd
18014,bloorst.east&church,blooreast&church
18015,danforthrd&woodbineave,danforth
18016,danforth&seminoff,danforth
18017,&wellesley,ontario&wellesleyeast
18018,eglinton&sservicerd,eglinton&ion
18019,kiplingave.&rexdaleblvd,kipling&rexdaleblvd
18020,linkwoodlane&stdennis,dennis
18021,leslie&marowynnedr,leslie&marowyne
18022,bloorstreet&dovercourt,bloorwest&dovercourt
18023,bloor&havelock,bloorwest&havelock
18024,st.clairstation.&yonge,yonge
18025,guildwoodpkway.&livingston,guildwoodpkwy&livingston
